id,title,singer,hardness,depth,brightness,roughness,warmth,sharpness,boominess,reverb,release,genre,hardness_norm,depth_norm,brightness_norm,roughness_norm,warmth_norm,sharpness_norm,boominess_norm
dNRwPsIBPLI,중독된 사랑,조장혁,52.872814629801894,36.15712287923458,65.03352001892175,48.31794698701067,40.90396011894197,49.98329119033011,16.601875117147518,1.0,2000.06,발라드,0.5839444729927524,0.34770269429901757,0.6681897825133235,0.7100073881373281,0.3655402892745551,0.5639958345127307,0.3674625271816152
U82c-HnVE9E,해줄 수 없는 일,박효신,52.14988588534337,40.14511475844644,63.53632916029026,48.79379124549733,43.41965754716096,48.44929281685357,18.764819129179486,0.0,1999.12,R&B/Soul,0.5402364756448725,0.4646160641053293,0.589866667016699,0.7242888799006277,0.4850655807932404,0.49723109681915356,0.42218899209435784
SzoNVWfUUG0,고백,박혜경,52.78090619516086,30.86323785561425,67.55475949192063,46.19497477867178,38.6106504956876,53.918783081619615,9.788822245076519,0.0,1999.12.23,록/메탈,0.5783877239378411,0.19250530267320118,0.8000843431165315,0.6462907212523876,0.2565810407626457,0.7352815988005134,0.1950797484883388
TDn6OtQxat8,비(悲)의 Rhapsody,최재훈,52.91856442029636,35.08080310879863,63.79883002299322,44.930280017574674,41.52855861521002,52.01203646205588,13.486090027078907,0.0,2000.03.09,록/메탈,0.5867104879519391,0.31614892609633716,0.6035989746038831,0.6083334957703808,0.3952160827587596,0.6522936112612718,0.2886274290659242
aw2N2c_FIvQ,Love,윤현석,51.58193644733478,36.420575408338024,62.188087428004245,43.136272354207115,42.031520605067975,47.37256406790321,19.77224479481988,1.0,2000.02.29,발라드,0.5058984683094432,0.3554261611200098,0.5193355838842995,0.5544900265874936,0.41911270791973954,0.4503682619336876,0.447678715839482
bxZS8Gsu61w,오랜 방황의 끝,김태영,52.99500465320119,34.64814389517185,64.0671300323191,47.029136663734896,41.774481140491964,49.920365565088474,16.439414341443108,0.0,2000.01.10,발라드,0.5913320354041408,0.3034649367164861,0.6176346551565843,0.6713263834009127,0.4069003024886918,0.561257100928587,0.36335197050893836
jekT0wuVTKU,Day By Day,플라이 투 더 스카이,54.209473753524996,35.89936897961345,63.591103771691635,46.29016301729769,42.28046241857064,52.20325218087686,16.342993430426663,0.0,1999.12.14,R&B/Soul,0.6647583759984601,0.3401462905002767,0.5927321121203342,0.6491476014640399,0.43094037944189145,0.6606159586188106,0.36091234397480587
B0P3LJJwAPI,Tears,소찬휘,52.09465273768246,31.609644798434978,63.08245266958855,49.486669475391295,41.03716072270951,46.812338927043974,12.67876301548357,0.0,2000.03.24,댄스,0.5368971005128372,0.21438723061465031,0.5661228533288929,0.7450842022287161,0.37186888857954054,0.4259853908527709,0.2682005695968828
OVcx50qWD4c,상실,박상민,53.6827620019066,36.4629025532787,65.39099800968519,49.296814567284365,41.339605005421134,52.20008339086989,19.428682829024826,0.0,2000.06.01,발라드,0.6329135835216064,0.3566670385588758,0.686890664766678,0.7393860956360795,0.38623855825991193,0.6604780422837746,0.4389859656980798
Nznk2ap45YQ,잘됐어!!!,샵,56.272015538298064,26.70906631939425,68.83319544057375,55.97404189558358,37.09879249350024,51.604138707026294,9.259858048716923,0.0,2000.08.11,댄스,0.7894588690273762,0.07072015170922108,0.8669636497086912,0.939789411195803,0.1847499586860412,0.6345405372742178,0.18169598063714273
roEDvDLSwlY,Lie (Radio Ver.),화요비,,,,,,,,,2000.06.14,R&B/Soul,,,,,,,
2W0QV_G-7_w,어제처럼,제이,52.75018422723565,37.36923622759351,60.7873045249907,48.63952434660717,43.2540878377371,46.998901717605456,14.5982142871041,0.0,2000.04.21,R&B/Soul,0.5765302854241706,0.3832374346987049,0.4460558944806983,0.7196588745857451,0.47719906729143163,0.4341052272167366,0.3167662199714278
QshFG323t74,와인,김경호,53.94536516524988,31.25156019395932,65.64895068226025,49.703463463902,39.21339171011566,49.15433806908227,11.217504779566006,1.0,2000.07,록/메탈,0.6487904710501967,0.2038894966540478,0.7003850411518147,0.7515908301979076,0.2852183556307709,0.5279170233110249,0.2312280464379168
URoehXX4HEk,바꿔,이정현,54.9414591331454,34.028416641712475,66.12934502724792,48.5874540225853,38.32332104268101,50.05160873710062,12.995434207567609,0.0,1999.10,댄스,0.7090139340688464,0.2852967950157902,0.725516093448505,0.7180960903546277,0.24292950371876887,0.5669692425481414,0.2762129336645882
J2NVs8Q0tiI,그대니까요 (Duet With 차은주),김현철,52.319731613295936,39.23078436981204,62.85435356589697,48.812488881733024,42.548611018636265,49.84708062229839,23.198496629682175,1.0,2000.07.08,발라드,0.5505052838556453,0.4378112334814796,0.5541902180605733,0.7248500511938203,0.44368059980132524,0.5580674952113529,0.5343691940856846
N-QqRqISX0k,와,이정현,56.13561278748378,26.100609239707182,68.4382122214856,52.30244901308723,36.789568093970146,53.18720195064272,7.804213641974112,0.0,1999.10,댄스,0.7812120105139555,0.052882410378919976,0.8463007421645276,0.8295940635072032,0.17005815350949768,0.7034407421504849,0.14486549768987395
fzKJlw4cNu4,One Love,원타임,54.00105086115778,38.58108961317915,61.98708955346992,45.923444945220346,44.70271871107021,48.46558570843885,22.80095588496005,0.0,2000.04.21,랩/힙합,0.6521572070773832,0.4187645539384776,0.5088207055366467,0.638141308895791,0.5460261152089902,0.49794021793151555,0.5243106814767603
h1UX0YF_lwk,요즘 너는,이현우,52.413264720454436,34.48644486968771,62.36582163353072,43.959417879469996,42.35439117798225,51.295445561703566,16.35425505705328,0.0,2000.04.29,발라드,0.556160259993971,0.2987245113253783,0.5286334610566696,0.5791950552378884,0.4344528672399741,0.6211051795635256,0.3611972838581379
eU5DMp8Rf8Q,서방님,이소은,50.26578184807744,37.94169198330685,59.315431002115915,43.950857325587044,44.23360705833976,42.613197582546576,15.694309050246133,0.0,2000.01.14,발라드,0.4263242610660615,0.4000197485781134,0.36905721440999656,0.5789381277293849,0.5237377802055572,0.24322472092569022,0.3444994350997197
fLG0BTsUiLA,맥주와 땅콩,쿨 (COOL),53.007770491856526,36.53479783711378,64.17769497635139,52.33302500092846,41.292219078626985,47.00707230738966,18.395023335229602,0.0,2000.04.22,댄스,0.5921038531612404,0.3587747459366554,0.6234186811753074,0.830511739218786,0.3839871679891974,0.43446083860014906,0.4128324778110935
dGqMD-dgBEE,I Believe,이수영,50.93016303960508,33.33182866646259,61.598096395874826,41.864438278806155,41.414207024959566,47.075673217501794,15.786970518587479,0.0,1999.11.17,발라드,0.4664924955979747,0.26487537741523215,0.4884711583602996,0.5163185291948611,0.38978303385272056,0.4374465795555303,0.34684394081403175
Y4PRU4i9BV8,애수(哀愁),god,53.413524587892255,37.026999327652284,63.29332454506665,45.614567990587986,42.375941852491614,45.60304449902696,20.19766400493183,0.0,1999.11.25,댄스,0.6166355917168908,0.3732042976071364,0.5771542740477972,0.6288709991152669,0.4354767783925087,0.3733528544193184,0.4584426049396564
4X3sLGWWPiE,Cyber Lover,터보,53.979159006749974,32.612319112154154,65.77296820497175,51.32597296926425,39.32363408461153,50.42279710970982,8.890491933402874,0.0,2000.01.26,댄스,0.6508336338736186,0.24378198275700094,0.7068728170415343,0.8002871330815454,0.290456168334924,0.5831246014850575,0.17235033801428987
WvRc6OZmg9M,머피의 법칙,DJ DOC,52.900917998500226,29.045894838254704,65.11257884966008,49.04268152277513,39.65439915640624,47.36366694839482,13.947429580665546,0.0,1995.05,"발라드, 댄스, 랩/힙합",0.5856435919916149,0.13922743684779093,0.6723256172302189,0.7317588123029075,0.306171409439436,0.4499810295477368,0.300300168975868
oye8H8HkUks,너를 보내고,YB,54.103329128430005,31.78155554473546,64.19338918542093,47.976124467491466,39.67702486750183,51.381047430833036,13.12698361904196,0.0,1999.12.01,록/메탈,0.6583409122750906,0.21942702639775494,0.6242396983104942,0.6997482846387393,0.30724639750603827,0.6248308590931306,0.2795413759225918
iVeOHgfyHM8,부메랑,김건모,57.3699028626861,28.765603486042565,69.25325715099308,54.68399456364651,37.22211946443008,54.914358624942416,10.74610385403084,0.0,1999.11.20,발라드,0.8558367197221433,0.13101031717773653,0.8889384979193968,0.9010712801755406,0.19060944400695323,0.7786123748647972,0.21930073529734836
unudBSSvEf0,Sad Salsa,백지영,51.71808957422461,30.634601837136017,66.31747767017586,52.36165336314247,38.35642503329064,48.918470508419006,6.770891247492893,1.0,2000.04.17,댄스,0.514130234655189,0.18580252889908025,0.7353579480362353,0.8313709609323283,0.24450233361622173,0.5176512785159912,0.11872053903604271
xRdeFznMT_E,"힘을 내요, 미스터 김",롤러 코스터,55.68459668145,30.014785894669714,67.82034563642469,49.04742051727102,37.96562091060258,51.9312722552468,9.84087845111907,0.0,2000.08.01,록/메탈,0.7539437480226907,0.16763178716032537,0.8139780522254076,0.7319010435259438,0.22593452964781532,0.648778482969175,0.196396866322934
u24DrvcccdI,성인식,박지윤,52.46584480247589,30.57278647170364,65.48516385565607,51.368534569339715,38.893559357338354,50.10448355337629,10.63067608821015,0.0,2000.07.26,댄스,0.5593392317849827,0.1839903279474735,0.6918167985239706,0.8015645324198157,0.2700225475920124,0.5692705313241136,0.21638020035007163
8jtKmWXdhm8,울트라맨이야,서태지,56.454186598224965,28.364816707627405,70.04827060746412,51.99706157022477,34.651793736634716,54.23522044683784,10.42044165559892,0.0,2000.09.09,록/메탈,0.800472862128604,0.11926071129649482,0.93052833959761,0.820428484282341,0.06848866411244264,0.749054010851617,0.21106088221897487
eyk0xZvvSbg,Blue Sky,박기영,53.92858335774875,26.853356188181323,65.82798000345224,50.71131253259014,38.41445597546464,50.82876769506835,7.696275778174202,0.0,2000.03.22,록/메탈,0.6477758493417993,0.07495020415158993,0.7097506702031565,0.7818393577705535,0.24725948763746736,0.6007937986050927,0.14213447105065327
mx2rPWlJDBg,사슬,서문탁,56.55555100822463,27.008303550897,66.84452970993698,51.27411616720247,36.65453129457924,55.686104923913184,7.709677793053152,0.0,2000.09.18,록/메탈,0.8066013158626624,0.07949269542699114,0.762929822086197,0.7987307572751593,0.16364231326102446,0.8122013539065409,0.1424735666966584
mbGE9QQNfK0,Annie,윤종신,49.3207601732303,44.576878862041255,59.53723555200588,44.67413531426575,47.1297765540816,45.160036716599684,26.44699322918138,1.0,2000.03.23,발라드,0.36918860948971477,0.5945392162157382,0.3806605602884158,0.6006458366145189,0.6613399812425628,0.3540716746596956,0.6165621376767874
oVZN84cEPac,Now,핑클 (Fin.K.L),55.29363258363594,32.67006729773925,68.41954952818358,54.439772149015475,38.1711702971029,51.91526388975755,13.435683240834635,0.0,2000.10.16,댄스,0.7303062071428179,0.24547494883653276,0.8453244335833303,0.8937414441193933,0.23570054922844927,0.6480817453837426,0.28735204458837144
tL9DbMJ0u5E,너,이정현,52.36414630301872,38.41139094164328,64.62903984295443,43.33074941829617,40.428712704001605,48.91768875200016,20.179220111192734,0.0,2000.06.10,댄스,0.5531905791291988,0.4137896081156607,0.6470300570476332,0.5603268577342466,0.34296043321672093,0.5176172538630666,0.45797594047772294
XFdz_NUEtD4,크로스,엄정화,53.529191594589655,28.895450066374522,68.31538429160071,48.9842077670331,37.21140617015971,52.21996668771387,9.390484923196759,0.0,1999.12.12,댄스,0.6236287750156871,0.13481694510583433,0.8398751978973263,0.730003842171178,0.1901004362040166,0.6613434298364766,0.18500108101103827
3-jxz8D6-8o,Marry Me,이현우,53.697800178021275,35.44426787616629,62.37714578070914,42.55082590502955,42.46649243635196,49.39295584020557,17.415768792943684,0.0,2000.04.29,록/메탈,0.6338227859385464,0.3268043868008407,0.5292258654800889,0.536919049334614,0.4397789988470399,0.5383024664598125,0.388055535342431
4Qna6tdoE5Q,Friday Night,god,55.97084152637875,29.18409163384993,66.31583838507592,51.32227678056822,39.11508864113947,50.79475551065941,13.084150186410437,0.0,1999.11.25,댄스,0.7712500026416862,0.14327886261766115,0.7352721914905856,0.8001761995408405,0.2805478007203267,0.5993134746297144,0.2784576112319842
CwAgp8C5utQ,해석남녀,쿨 (COOL),55.636678370933396,32.266035169011424,66.86747875322064,53.52465752661613,38.29002042141002,52.701155329739024,10.426479783221518,0.0,2000.04.22,댄스,0.7510466251664907,0.23363020112633354,0.7641303641261652,0.8662761512022619,0.24134733154634425,0.6822863682524601,0.2112136579624239
EBrKeoRVH34,삐에로 (Feat. JED Of D.Bace),이현도,56.66941917077271,29.53714723261175,66.1841639613715,54.11911886748896,40.297740426609046,49.72993338520888,16.450343021737574,0.0,2000.01.21,랩/힙합,0.8134857417273265,0.15362916448146208,0.7283838572235839,0.8841176919834318,0.33673770568970895,0.5529688558053131,0.3636284862372007
cZTeAtRW1j8,왜,김민종,50.94308963811065,38.81203122264151,63.741196071116235,43.802190430172345,41.4598872438244,51.35398861048753,20.326721887858373,0.0,2000.03.29,발라드,0.4672740328345689,0.4255349192272036,0.6005839477331512,0.5744761950602952,0.3919533828840513,0.6236531687683546,0.46170800693915476
MaVmYzOvtDg,주문을 걸어,박혜경,53.412171935996284,28.710737925525926,66.93339276273872,47.59185337912459,38.5918639537727,52.858537003037966,10.773332139332004,0.0,1999.12.23,록/메탈,0.6165538108969485,0.12940185914657826,0.7675785488052042,0.6882151742029021,0.2556884585014332,0.6891361448345348,0.21998966103554554
DfslE2pbmCk,ID; Peace B,보아 (BoA),52.600066343578135,29.098046497232552,62.36247153182481,42.87593174670357,40.76245323660396,46.0851173313065,14.696335498781915,0.0,2000.08.25,댄스,0.5674542151875576,0.14075633318879724,0.528458205910457,0.5466764359527365,0.3588170437945434,0.3943342757512073,0.3192488672420971
3LP47lLZWDQ,그대 내게 묻는다면,유리상자,49.538345999806616,46.9287570676516,57.152828481406715,40.39579509086379,49.13519914038265,45.37173205163494,28.520488082775522,0.0,2000.10.16,발라드,0.3823437659333242,0.6634877032538484,0.25592416525578154,0.47224020899293095,0.7566212008984121,0.36328536338255335,0.6690253742287907
pa1ishqdbNM,가니,진주,50.11819747670845,44.17399228623525,64.67741676509965,42.66517858136286,43.910882464832675,48.92805234800787,27.063959124668017,0.0,1999.12.17,발라드,0.41740136602027705,0.5827280519371101,0.6495608173970617,0.54035111093048,0.5084045566284707,0.5180683122090077,0.6321725105037699
rf40l_D4y78,아름다운 아픔,김민종,49.38954570572504,46.17565390300286,60.0901588879339,43.763650486806185,45.57971500121185,46.40976568924554,30.016234439794932,0.0,2000.03.29,발라드,0.37334735666209984,0.6414094665227639,0.4095858493061792,0.5733194975191873,0.5876937800339272,0.4084640576566,0.7068705103351502
XVuYKZabrgk,왠지 느낌이 좋아,여행스케치,55.4894266190591,39.676479301199095,66.18955626351685,48.775895090579155,42.1965474159475,53.19484735651348,22.787060859793506,0.0,2000.09.14,포크/블루스,0.7421438401690384,0.4508773825390226,0.7286659467790259,0.7237517634292185,0.42695342733914066,0.7037734957741837,0.5239591117629774
Nlliprubh0U,부탁,김원준,51.34836923680753,37.477903620262666,62.58311544026965,49.90036402380471,43.50074595175812,48.252137190209524,17.29439319303257,0.0,2000.06.20,"발라드, 댄스",0.4917770834613094,0.38642316612690614,0.5400008347110017,0.7575003976126389,0.4889182361601151,0.4886502248147909,0.3849845092442758
qRXtfk3NYeM,다짐,조성모,54.331646529927575,28.382249973386788,66.15770526700038,51.983604485884655,38.76105722046218,52.00395709653287,8.447247360637515,0.0,2000.09.01,댄스,0.6721448956629765,0.11977179103496742,0.7269997134698523,0.8200245974312679,0.2637271337002925,0.6519419702626886,0.16113543442720224
fWisjFpoG0c,연가,유승준,54.20551261294215,31.775467971007853,66.96062401709875,50.505322351820936,37.95964412575875,54.358091706353406,11.263261000018382,0.0,2001.09.01,댄스,0.6645188869431186,0.2192485609494803,0.7690031077838158,0.7756569839843654,0.22565056189287383,0.7544017788502521,0.23238576304047195
qFA36YlRUKY,너 정말?,김현정,52.12329728622507,28.81305405806096,68.42269845696663,51.690526997450476,37.74020006727746,51.2681226797497,8.519787759514713,0.0,2000.05.22,댄스,0.5386289390395641,0.13240139480325167,0.8454891646938253,0.8112284763003903,0.21522438155504667,0.6199159963947404,0.16297084004649973
5BNMTb8HVoI,Only One,신화,55.56912132016493,28.773944006155247,67.30712228179259,55.41599154836781,36.9458813780465,54.38578115151973,9.39928018314372,0.0,2000.05.27,댄스,0.7469621515327437,0.13125483079307113,0.7871296034463671,0.9230406718864014,0.1774848776607786,0.7556069160755416,0.18522361727744566
iZKcXJYIIrM,한 (Come A Come),샤크라,54.16311079225878,28.39770011250071,67.85843936160549,51.77801585743649,36.84676387687925,52.051541203399715,5.0772559566499575,0.0,2000.03.02,댄스,0.6619552889672734,0.12022473273657944,0.8159708637763409,0.8138542754163542,0.17277562761793608,0.654012989677232,0.07586844864271602
9HXiuwM0Jsg,가시나무,시인과 촌장,51.83065887649018,37.94723973766077,61.80953429758471,35.8698272152188,40.479372416987204,46.86303081835287,19.226619253200553,1.0,1988,발라드,0.5209361319204331,0.40018238849214016,0.4995321898250017,0.33640254407594433,0.34536736693416065,0.42819167143621073,0.43387338528408115
FG7Gv-HRM2o,편지,채정안,53.35228931585603,32.861808227793034,64.73106091637712,49.36424559859643,39.22560366670749,51.55955385810724,9.755967446971619,0.0,2000.05.08,댄스,0.6129333304245128,0.25109609324739207,0.6523671243097715,0.7414099000659927,0.28579856756535393,0.6326000555927138,0.19424846161928394
3vQNMZFL1SU,UPT Paradoxxx,업타운,,,,,,,,,1999.12.18,랩/힙합,,,,,,,
kOqtV9NH8BY,위대한 탄생 (Fetticcini),드렁큰 타이거,53.62008021418235,33.16747421391621,61.10240036031568,51.15603256638341,43.481252564785926,44.857721262576256,22.22452735480625,0.0,2000.03.29,랩/힙합,0.6291238664400648,0.26005710459225273,0.46253962289807693,0.7951867196149351,0.48799207042396475,0.3409138953963151,0.5097259786112754
RwYl-or1ml4,Time Out,제이,54.47457679804007,33.550376090239524,65.61101865713077,52.54768177456707,40.41429748055292,48.800072638572,11.915706327832766,0.0,2000.04.21,R&B/Soul,0.6807864053933329,0.27128239040576485,0.6984006886772394,0.8369542230566828,0.34227554012676337,0.5124982073912162,0.24889383081360533
gPVqGdY237k,Back To The Real Life,윤상,50.65698285325675,41.70352647127089,61.46212665499972,40.14412346084516,44.97659610068153,45.38787432416627,29.72966628628567,0.0,2000.06.01,발라드,0.44997612527526837,0.5103030089162451,0.4813581215305522,0.4646867999792377,0.5590385206224843,0.363987929050136,0.6996198085551255
Vqr01xdXtcU,You Mean Everything To Me,박정현,51.922553583472826,31.11255017804214,64.02520396014458,45.23204035199519,40.89819368232185,49.122318263549396,14.002407561546311,0.0,2000.10.17,R&B/Soul,0.5264920510063313,0.1998142302317605,0.6154413605780653,0.6173902147570152,0.3652663155405473,0.5265234143252755,0.30169121309208535
uW2DyxVmU7A,Dash,백지영,49.71758916889128,28.26154838925537,66.18475118070289,49.15204046138733,38.20545147515088,47.5837602019442,8.509537358930487,0.0,2000.04.17,댄스,0.393180739866137,0.11623326102558514,0.7284145766520719,0.7350409970790786,0.23732930940995092,0.45956022376034067,0.16271148604344016
TtyXJAK90qo,Outside Castle (The Castle Outsiders),H.O.T.,52.59700072077243,30.496587249207515,62.3434743244988,42.3260129803116,39.890442905344,49.49485787630449,11.31186511757682,0.0,2000.10.02,댄스,0.5672688687969367,0.18175644479312675,0.5274643977697445,0.5301717494032171,0.3173862708080875,0.5427375837508217,0.23361553668203647
SvKdOzCQ-fw,飛上(비상),주석,,,,,,,,,2000.01,랩/힙합,,,,,,,
ZAMGE0uN0Is,다 알아요,양파,53.248296365330866,32.132189031629146,66.30884641596829,47.19562125668835,38.982927761812135,51.131133585572755,11.72355126351818,0.0,2003.11.13,발라드,0.6066459561285075,0.22970632077981357,0.7349064179482155,0.6763230778037047,0.2742686005860923,0.613953773032745,0.24403195397975294
hxfICoV2FEg,Passion,코요태,53.04591741067935,28.479866060279875,66.91214716130547,52.96594723785631,38.72484607715799,50.75787353069518,10.974696903334825,0.0,2000.11.01,댄스,0.594410201386454,0.12263353850377921,0.766467119567403,0.849507605097764,0.2620066774120648,0.5977082475574387,0.22508456022413362
kMCXtCEgkxA,천애 (For You......),이지훈,54.01480376483627,35.030939708622945,62.870980141280526,51.41899300282402,41.458541639587004,49.65773206844889,15.011771780650294,0.0,2000.04.03,발라드,0.6529887024109317,0.31468711315360576,0.5550600104297772,0.8030789390546397,0.3918894508161726,0.5498264131156986,0.327229985808203
4dO1CbOYlcc,꼭!,김건모,54.472232492164714,33.88246539094727,67.09254550237847,49.563064965208866,39.06125422859002,52.81939557341351,14.276916018505707,0.0,1999.11.20,댄스,0.6806446695503913,0.28101803691616767,0.7759043666770835,0.7473770565379239,0.27799003133934613,0.6874325789592294,0.30863678235068415
B1c03PQxGoo,욕망이란 이름...,박완규,52.60089604337426,34.054780115313484,62.40071648088763,49.63353552780306,41.72899657906179,43.78197200808156,16.081013578882814,0.0,2000.09.20,록/메탈,0.5675043785221416,0.2860696758620528,0.5304589284939144,0.7494920862798921,0.404739249492589,0.29409369138421604,0.3542837714950722
JMkl1NZ1Zjk,이등병의 편지,김광석,50.19904516502982,37.694564610952646,63.47808783015825,46.583386745813655,42.01095695076189,46.59997019308025,20.60292231579765,0.0,2012.07.09,포크/블루스,0.4222893865531712,0.39277487578288106,0.5868198661360313,0.6579481116917413,0.4181356918652434,0.4167423935572318,0.46869638617801596
LkQgQSGeMbQ,Rain,이적,54.74205081174716,31.282417071827155,65.94753488997296,46.462984841088286,38.61556896376132,50.51162949038346,14.748424944018536,0.0,1999.05.31,발라드,0.6969577826851474,0.20479410771708315,0.7160049905065192,0.6543344948833982,0.2568147259919353,0.586990883677346,0.32056682608948683
ok5HqZsADYo,엄마야,신승훈,51.90024903499841,35.95211107307864,61.390081306404774,46.550582646625614,44.6770751773579,45.25558112699378,19.274101498224567,0.0,2000.03.07,댄스,0.5251435264760256,0.34169249622596987,0.4775891857756582,0.6569635637771644,0.5448077449836395,0.35823008682514823,0.4350747734854538
0vpR2apsxFQ,Escape,엄정화,53.7699210032277,30.91120348357417,64.71877151714149,49.18565296544011,39.75889203403543,47.61440933778222,10.935606405711727,0.0,2000.11.03,댄스,0.6381831836416567,0.19391147985949428,0.6517242242879293,0.7360498076115422,0.31113605324761345,0.46089417661853216,0.2240954986789934
8mYYt3lW-6k,이해할께,김현성,50.499125816717566,33.045632217254365,60.44958544453682,42.012236159953616,42.922984363488176,47.38556504201032,17.74570409113247,0.0,1999.10.14,발라드,0.44043214879447884,0.2564851418488179,0.4283886676262806,0.5207543801788649,0.4614677480800946,0.4509341077918256,0.3964035057103006
